category_id,category_title,challenge_id,challenge_title,challenge_points,challenge_solves
4,Forensics,140,Meat Loaf,2,486
4,Forensics,160,Who I am?,2,1350
4,Forensics,103,Dr. Pouce,2,2672
4,Forensics,92,Attention Dinosaure Survive,2,1636
4,Forensics,217,"The good, the bad and the ugly",2,234
4,Forensics,86,1 / 3 Do not waste the environment,2,1133
4,Forensics,65,Hide my ass in my home!,2,1823
4,Forensics,44,Hey Chuck where is the flag?,2,1808
4,Forensics,252,I love cat,2,957
4,Forensics,84,The words flew but writing remains,3,189
4,Forensics,87,2 / 3 Did you see my desktop?,3,921
4,Forensics,59,Are you Twisted Insane?,3,34
4,Forensics,112,Someone steal my flag!,3,504
4,Forensics,192,802.1X Part 1,4,84
4,Forensics,269,R.I.P MsPaint,4,121
4,Forensics,88,3 / 3 Suspicious account password?,4,751
4,Forensics,35,Poor internet connection,4,434
4,Forensics,24,Agent Smith reloaded,4,301
4,Forensics,150,Someone steal my flag again,5,201
4,Forensics,163,We got breached,5,266
4,Forensics,115,Ping pong,5,108
4,Forensics,12,Spy my girl,5,243
4,Forensics,116,Russian Crypto Roulette,6,83
4,Forensics,164,We got breached again,6,178
4,Forensics,117,Really Depressed Protocol,7,90
4,Forensics,193,802.1X Part 2,8,55
5,Coding Challenges,13,Hash me please,2,3758
5,Coding Challenges,172,Ask your grandpa!,2,1316
5,Coding Challenges,14,Hash me reloaded,3,2015
5,Coding Challenges,32,I hate mathematics,3,2135
5,Coding Challenges,173,Ask your grandpa again!,4,461
5,Coding Challenges,56,Hash breaker,4,1637
5,Coding Challenges,15,I saw a little elf,4,600
5,Coding Challenges,57,Hash breaker reloaded,5,945
5,Coding Challenges,121,Execute me if you can,5,459
5,Coding Challenges,17,Read me if you can,6,505
5,Coding Challenges,119,Ascii Art,6,754
5,Coding Challenges,125,Execute me if you can again,6,236
5,Coding Challenges,159,Hash breaker reloaded again,6,312
5,Coding Challenges,16,Xor me if you can,6,488
5,Coding Challenges,126,Find the right word,7,405
5,Coding Challenges,130,Number game,7,378
5,Coding Challenges,143,Classic Sudoku,7,333
6,Cryptography,25,Some martian message,1,8163
6,Cryptography,274,You're Drunk!,1,2895
6,Cryptography,49,File recovery,1,3650
6,Cryptography,156,Fashion Victim,2,706
6,Cryptography,63,Martian message part 2,2,3342
6,Cryptography,50,Public key recovery,2,1769
6,Cryptography,51,I Lost my password,3,1323
6,Cryptography,300,Let's Play Scrabble!,3,88
6,Cryptography,114,Hangovers and more: Bacon ,3,623
6,Cryptography,26,Martian message part 3,3,1344
6,Cryptography,23,Can you understand this sentence?,3,779
6,Cryptography,29,Encrypted Zip,4,668
6,Cryptography,66,Crypto over the network,4,154
6,Cryptography,154,Crypto Object,4,221
6,Cryptography,275,Crypto Leak,4,66
6,Cryptography,336,SSO Service,4,26
6,Cryptography,55,Is it a secure string?,5,299
6,Cryptography,301,Let's Play Scrabble! Part 2,5,36
6,Cryptography,294,Jabber,5,12
6,Cryptography,261,Free Flag Encrypter,5,22
6,Cryptography,339,Guess the number,6,35
6,Cryptography,214,TotalSecure Message Encrypter,6,102
6,Cryptography,155,Welcome to the asylum,6,61
6,Cryptography,73,Pattern is the key,6,48
6,Cryptography,331,Malcolm,7,29
6,Cryptography,295,Jabber Part 2,7,10
6,Cryptography,319,Homemade craptography #2,7,14
6,Cryptography,282,Homemade Craptography,8,12
6,Cryptography,290,Mars Log,8,13
6,Cryptography,105,Crypto is not good as you think,8,184
6,Cryptography,344,Find your path,9,18
6,Cryptography,247,Rusty RSA message signing service,9,17
6,Cryptography,233,Spies,9,36
6,Cryptography,310,Polly Wants a Cracker,10,7
6,Cryptography,216,TotalSecure Message Encrypter V2,10,21
6,Cryptography,267,Unicorn As A Service,11,11
7,JavaScript,27,Client side validation is bad!,1,7787
7,JavaScript,30,Hashing is more secure,1,6689
7,JavaScript,31,Then obfuscation is more secure,1,5145
7,JavaScript,34,Why not?,2,3981
7,JavaScript,58,Valid key required,2,1088
7,JavaScript,67,Most Secure Crypto Algo,2,1865
7,JavaScript,46,Why not be more secure?,5,694
7,JavaScript,213,WTF Lol!,6,335
7,JavaScript,281,Interstellar PhoneBook,6,44
7,JavaScript,211,Beauty and the beast,7,45
8,Web,42,Words mean something?,1,3695
8,Web,212,Big Brother is watching,1,4941
8,Web,297,Hacking skill are optional,1,405
8,Web,75,Looking for password file,1,5094
8,Web,48,Area 51,1,3215
8,Web,43,Headache,1,4106
8,Web,45,Security thru obscurity!,2,1273
8,Web,254,PHP Fairy,2,1279
8,Web,93,XSS Challenge 2,2,570
8,Web,96,XSS Challenge 1,2,570
8,Web,104,Admin Portal,2,1310
8,Web,113,Password reset,2,1071
8,Web,47,Malicious upload,2,703
8,Web,138,Captcha I,2,614
8,Web,142,Unreadable captcha,2,428
8,Web,120,Password reset reloaded,3,397
8,Web,240,PHP feature or 0day?,3,493
8,Web,41,Serial killer!,3,514
8,Web,307,JWT pitfall 1,3,75
8,Web,153,REST in peace,3,233
8,Web,324,Captcha IV,3,48
8,Web,326,NeuroSoft: Observation Unit Center,3,79
8,Web,327,Beyond Reality Part 1,3,62
8,Web,95,XSS Challenge 3,3,226
8,Web,94,XSS Challenge 4,3,230
8,Web,85,Facebook will never forget this one,3,248
8,Web,337,UploadStar,3,53
8,Web,345,Gift as a Service Part 1,3,77
8,Web,76,Looking for the flag?,3,818
8,Web,289,Captcha III,4,69
8,Web,185,Propaganda mail,4,278
8,Web,139,Captcha II,4,163
8,Web,209,Read the unreadable,5,132
8,Web,187,Freedom Firewall,5,139
8,Web,255,Timesheet As a Service,5,41
8,Web,256,Password Reset As a Service,5,66
8,Web,338,UploadStar Reloaded,5,33
8,Web,298,Super Lottery,5,96
8,Web,328,Beyond Reality Part 2,5,40
8,Web,317,The archive,5,26
8,Web,318,Lost API,5,45
8,Web,241,PHP feature or 0day reloaded?,6,85
8,Web,79,I hate this one,6,243
8,Web,100,XSS Challenge 5,6,144
8,Web,169,Serial killer part 2,6,55
8,Web,186,Orao's factory,6,131
8,Web,322,Ping It!,7,36
8,Web,321,Super Lottery Reloaded,7,39
8,Web,83,XPATH of hell!,7,152
8,Web,151,Secure Mail,8,88
8,Web,184,Looking for god in your life?,8,68
8,Web,353,Lotto 8/33,11,12
9,Pwnage Linux,80,Level1 Pwnage Linux Level Up,1,777
9,Pwnage Linux,81,Level2 Pwnage Linux Level Up,2,474
9,Pwnage Linux,181,Remote Auth,2,125
9,Pwnage Linux,82,Level3 Pwnage Linux Level Up,3,344
9,Pwnage Linux,325,The Vault,3,75
9,Pwnage Linux,165,Level1 Pwnage Linux x86_64,3,219
9,Pwnage Linux,109,Can you get the service password,4,139
9,Pwnage Linux,162,Sometime there is no buffer overflow,4,86
9,Pwnage Linux,166,Level2 Pwnage Linux x86_64,4,78
9,Pwnage Linux,180,Friendly race,5,28
9,Pwnage Linux,102,Level4 Pwnage Linux Level Up,5,149
9,Pwnage Linux,182,RPCFTW!,6,42
9,Pwnage Linux,251,Jack the heaper,6,25
9,Pwnage Linux,168,Level4 Pwnage Linux x86_64,7,45
9,Pwnage Linux,167,Level3 Pwnage Linux x86_64,7,74
9,Pwnage Linux,183,Just another useless service,8,42
9,Pwnage Linux,191,Take over the Virtual World,8,37
9,Pwnage Linux,232,Base64 As A Service,8,37
9,Pwnage Linux,329,All You Need Is a Client,8,14
9,Pwnage Linux,234,Base64 As A Service Reloaded,9,30
9,Pwnage Linux,235,Delivery As A Service,10,19
10,SysAdmin Linux,89,SysAdmin Part 1,1,3023
10,SysAdmin Linux,148,SysAdmin Part 2,1,2212
10,SysAdmin Linux,152,SysAdmin Part 3,1,1448
10,SysAdmin Linux,146,SysAdmin Part 4,2,1302
10,SysAdmin Linux,149,SysAdmin Part 5,2,887
10,SysAdmin Linux,90,SysAdmin Part 6,3,830
10,SysAdmin Linux,91,SysAdmin Part 7,4,681
10,SysAdmin Linux,147,SysAdmin Part 8,4,720
11,Jail Escaping,218,Bash Jail 1,1,2748
11,Jail Escaping,223,PHP Jail 1,1,650
11,Jail Escaping,228,C Jail 1,1,466
11,Jail Escaping,219,Bash Jail 2,2,1746
11,Jail Escaping,224,PHP Jail 2,2,445
11,Jail Escaping,229,C Jail 2,2,320
11,Jail Escaping,97,PyJail 1,3,269
11,Jail Escaping,220,Bash Jail 3,3,1005
11,Jail Escaping,230,C Jail 3,3,260
11,Jail Escaping,225,PHP Jail 3,3,325
11,Jail Escaping,221,Bash Jail 4,4,546
11,Jail Escaping,226,PHP Jail 4,4,259
11,Jail Escaping,98,PyJail 2,5,146
11,Jail Escaping,257,C Jail 4,5,28
11,Jail Escaping,227,PHP Jail 5,6,224
11,Jail Escaping,222,Bash Jail 5,6,241
11,Jail Escaping,99,PyJail 3,6,54
11,Jail Escaping,258,C Jail 5,7,19
11,Jail Escaping,253,Bash Jail 6,8,37
11,Jail Escaping,260,Bash Jail 7,12,20
11,Jail Escaping,259,C Jail 6,14,14
12,Shellcoding,127,Basics of Linux x64 shellcoding,2,585
12,Shellcoding,128,Linux x64 shellcoding level 2,4,293
12,Shellcoding,131,Linux x64 shellcoding level 3,6,230
12,Shellcoding,132,Linux x64 shellcoding level 4,8,185
12,Shellcoding,133,Linux x64 shellcoding level 5,10,136
12,Shellcoding,134,Linux x64 shellcoding level 6,12,118
12,Shellcoding,135,Linux x64 shellcoding level 7,14,68
13,Malware Analysis,196,Capture 1 Part 2,1,261
13,Malware Analysis,199,Capture 1 Part 3,1,286
13,Malware Analysis,202,Capture 2 Part 1,1,70
13,Malware Analysis,203,Capture 2 Part 2,1,140
13,Malware Analysis,204,Capture 2 Part 3,1,141
13,Malware Analysis,195,Capture 1 Part 1,1,772
13,Malware Analysis,341,This malware excels Part 2,1,49
13,Malware Analysis,201,Capture 1 Part 4,2,56
13,Malware Analysis,342,This malware excels Part 3,2,33
13,Malware Analysis,340,This malware excels Part 1,2,50
13,Malware Analysis,197,Capture 1 Part 5,3,83
13,Malware Analysis,198,Capture 1 Part 6,3,186
13,Malware Analysis,200,Capture 1 Part 7,3,50
13,Malware Analysis,205,Capture 2 Part 4,3,138
13,Malware Analysis,206,Capture 2 Part 5,4,46
13,Malware Analysis,263,RAO democracy,4,65
13,Malware Analysis,262,APT 1337,4,56
13,Malware Analysis,250,WebShell of Hell,5,22
13,Malware Analysis,343,This malware excels Part 4,5,19
13,Malware Analysis,207,Capture 2 Part 6,7,21
13,Malware Analysis,272,Just Another MBR Ransomware,8,22
13,Malware Analysis,348,Evil X,8,10
14,The NC8 Reverse Engineering Track,284,NC8 MAINFRAME MANAGEMENT INTERFACE Part 2 Flag 1,3,56
14,The NC8 Reverse Engineering Track,287,NC8 MAINFRAME MANAGEMENT INTERFACE Part 3,5,42
14,The NC8 Reverse Engineering Track,283,NC8 MAINFRAME MANAGEMENT INTERFACE Part 1,7,83
14,The NC8 Reverse Engineering Track,285,NC8 MAINFRAME MANAGEMENT INTERFACE Part 2 Flag 2,7,53
14,The NC8 Reverse Engineering Track,286,NC8 MAINFRAME MANAGEMENT INTERFACE Part 2 Flag 3,10,52
14,The NC8 Reverse Engineering Track,288,NC8 MAINFRAME MANAGEMENT INTERFACE Part 4,15,39
15,Exotic Data Storage,124,Just another login form,2,1597
15,Exotic Data Storage,308,DON'T login as admin,2,56
15,Exotic Data Storage,309,I forgot my password,3,49
15,Exotic Data Storage,303,Inspiration,6,50
16,Software Defined Radio,136,SigID Level 1,1,1162
16,Software Defined Radio,332,You Turn Me On And Off,3,33
16,Software Defined Radio,333,Let's Get Scwhifty!,5,27
16,Software Defined Radio,137,SigID Level 2,6,13
16,Software Defined Radio,334,"Don't flip out, Thomas!",7,25
17,NorthSec 2021,350,Knight Portal (1/3),2,109
17,NorthSec 2021,351,Knight Portal (2/3),2,78
17,NorthSec 2021,357,Farmer Search (2/3),2,39
17,NorthSec 2021,390,The Cabal,2,36
17,NorthSec 2021,354,Crapto Century,3,72
17,NorthSec 2021,356,Farmer Search (1/3),3,49
17,NorthSec 2021,391,Scammed again,3,5
17,NorthSec 2021,355,Reading Through the Cloud,4,46
17,NorthSec 2021,358,Farmer Search (3/3),4,28
17,NorthSec 2021,352,Knight Portal (3/3),5,29
18,NorthSec 2023,360,Ask G.O.D (02/18),1,16
18,NorthSec 2023,385,We Call it Spring (2/4),1,10
18,NorthSec 2023,364,Ask G.O.D (06/18),1,29
18,NorthSec 2023,365,Ask G.O.D (07/18),1,25
18,NorthSec 2023,382,Orchestry (1/3),1,10
18,NorthSec 2023,381,We Call it Spring (1/4),1,10
18,NorthSec 2023,371,Ask G.O.D (13/18),1,24
18,NorthSec 2023,373,Ask G.O.D (15/18),1,25
18,NorthSec 2023,372,Ask G.O.D (14/18),2,25
18,NorthSec 2023,387,We Call it Spring (4/4),2,3
18,NorthSec 2023,384,Orchestry (3/3),2,3
18,NorthSec 2023,376,Ask G.O.D (18/18),2,16
18,NorthSec 2023,375,Ask G.O.D (17/18),2,15
18,NorthSec 2023,374,Ask G.O.D (16/18),2,15
18,NorthSec 2023,370,Ask G.O.D (12/18),2,21
18,NorthSec 2023,369,Ask G.O.D (11/18),2,22
18,NorthSec 2023,368,Ask G.O.D (10/18),2,22
18,NorthSec 2023,361,Ask G.O.D (03/18),2,15
18,NorthSec 2023,359,Ask G.O.D (01/18),3,30
18,NorthSec 2023,366,Ask G.O.D (08/18),3,15
18,NorthSec 2023,363,Ask G.O.D (05/18),3,14
18,NorthSec 2023,383,Orchestry (2/3),4,4
18,NorthSec 2023,362,Ask G.O.D (04/18),5,15
18,NorthSec 2023,386,We Call it Spring (3/4),5,3
18,NorthSec 2023,388,Corporate Cafeteria Menu,6,7
18,NorthSec 2023,367,Ask G.O.D (09/18),7,11
18,NorthSec 2023,377,The G.O.D Archive,12,4
19,NorthSec 2022,378,Email Template (1/3),2,31
19,NorthSec 2022,380,Email Template (3/3),4,6
19,NorthSec 2022,379,Email Template (2/3),5,13
19,NorthSec 2022,389,Stock Options Portal,6,5
20,NorthSec 2024,392,Appendix System,2,22
20,NorthSec 2024,395,Photographic Memory System (1/2),3,5
20,NorthSec 2024,396,Photographic Memory System (2/2),3,5
20,NorthSec 2024,397,Integumentary System (1/2),3,0
20,NorthSec 2024,393,Anti-Allergens Immune System,4,5
20,NorthSec 2024,394,Linguistic Memory System,5,3
20,NorthSec 2024,398,Integumentary System (2/2),5,0
21,NorthSec 2025,404,Motor Sensors - Agent 1 (1/3),1,0
21,NorthSec 2025,416,Disabling the camera operator (1/4),1,3
21,NorthSec 2025,402,LED Display Controller (2/3),2,1
21,NorthSec 2025,406,Motor Sensors - Agent 1 (3/3),2,0
21,NorthSec 2025,408,Motor Sensors - Agent 2 (2/3),2,0
21,NorthSec 2025,413,Motor Sensors - Controller (4/4),2,0
21,NorthSec 2025,417,Disabling the camera operator (2/4),3,2
21,NorthSec 2025,403,LED Display Controller (3/3),3,1
21,NorthSec 2025,409,Motor Sensors - Agent 2 (3/3),3,0
21,NorthSec 2025,410,Motor Sensors - Controller (1/4),3,0
21,NorthSec 2025,411,Motor Sensors - Controller (2/4),3,0
21,NorthSec 2025,419,Disabling the camera operator (4/4),4,0
21,NorthSec 2025,418,Disabling the camera operator (3/4),4,0
21,NorthSec 2025,415,Motor Sensors - Agent 3 (2/2),4,0
21,NorthSec 2025,407,Motor Sensors - Agent 2 (1/3),4,0
21,NorthSec 2025,401,LED Display Controller (1/3),4,1
21,NorthSec 2025,400,Passenger Manifesto (2/2),4,0
21,NorthSec 2025,414,Motor Sensors - Agent 3 (1/2),5,0
21,NorthSec 2025,405,Motor Sensors - Agent 1 (2/3),5,0
21,NorthSec 2025,399,Passenger Manifesto (1/2),5,0
21,NorthSec 2025,412,Motor Sensors - Controller (3/4),6,0
