id,username,isRCEH,country
37456,hobart,False,France
33381,Jolbeen,False,Canada
49089,chpoker_saitov123,False,Russian Federation
16722,d1scharg3d,False,Netherlands
20289,oridamari,False,Israel
912,vortax,False,Russian Federation
12003,chen1195585098,False,China
26776,Teamp13,False,India
41192,fedorova_ar,False,Russian Federation
34588,Pathfinder82,False,United States
44570,Vitas,False,Russian Federation
24308,ashikchy1993,False,Bangladesh
40177,tim47,False,Turkey
50669,SEIDSLEE,False,Azerbaijan
14784,Licky,False,China
41510,paranoidandroid29,False,Canada
52380,anwar0000,False,Saudi Arabia
3262,anon,False,United States
4668,MojoD,False,Russian Federation
32948,sjv,False,Turkey
29284,Irubyko,False,Ukraine
2333,sunary,False,Viet Nam
4001,ikhianon,False,Pakistan
3297,Toke,False,Hungary
44885,foxmc01,False,Viet Nam
39576,test01,False,Spain
23365,0xAAAAAAA,False,Canada
42034,hohmitmezz,False,Canada
52270,duongnq,False,Viet Nam
47464,sizugi,False,"Taiwan, Province of China"
19580,flaviano,False,Brazil
52433,UGM1,False,Indonesia
15449,Lafri,False,Algeria
42348,Lloyd,False,Philippines
49027,BautistaTorre,False,Argentina
50,jeune_julie,False,Canada
37325,KowiNaz,False,Ukraine
14766,_Unkn0wn_,False,Russian Federation
36577,FrogFreak,False,France
28100,f1f0,False,Czech Republic
38817,minhqui,False,Viet Nam
32837,oaxd,False,Germany
19182,scc3,False,Sweden
50525,pringlee37,False,United States
50896,SkibidiSigmers,False,Canada
24251,akj88,False,"Iran, Islamic Republic of"
11385,Fl45h,False,Australia
11282,deadend16,False,United States
9169,jh00nbr,False,Brazil
11881,nchamaa,False,France
1513,niko,False,Ukraine
51197,CyPh3r,False,Philippines
25471,onurer,False,Turkey
5881,nbsmdl,False,Viet Nam
37678,B18,False,Guinea
44991,kaiku,False,Viet Nam
15816,blacklegions,False,Canada
35857,cyberchapie,False,Turkey
51580,kazuya_haine,False,United Kingdom
2804,gabi68ire,False,Ireland
21102,MaxPower,False,Mexico
3963,strukt,False,Egypt
36074,keinger,False,France
17962,crack_3t,False,India
41261,yeong14,False,Kenya
40615,nutcracker,False,Spain
10030,b0920075,False,"Taiwan, Province of China"
24602,thereallulz,False,Japan
42930,bibigot,False,Canada
33005,amed,False,Canada
14508,mrln,False,India
697,dahacker,False,India
45802,Yvain,False,France
639,huyanshu,False,Canada
41528,KingQwin,False,Malaysia
35871,Ro0otkit,False,Egypt
17039,elena_tarasova,False,Ukraine
18910,oikuda,False,Croatia
50345,hadigraba,False,Canada
45158,elreloj,False,Spain
44373,Habadzi,False,Poland
26489,dylmac15,False,Canada
35488,Hoggs,False,France
26744,marki2121,False,Croatia
43917,a7madb84,False,"Palestinian Territory, Occupied"
27404,nsaire,False,Canada
38154,McCoy,False,Brazil
11961,isitdtu,False,Viet Nam
23062,lkw,False,Australia
33488,scsmla,False,Viet Nam
13308,r34l,False,El Salvador
5403,xhaxor,False,Indonesia
43744,MaxG.,False,United States
14761,nemo22194,False,China
48247,Suhani420Sona,False,India
18215,cypherX,False,Singapore
41772,longwap,False,Viet Nam
47182,Mikulas,False,Slovakia
32894,zeus2010,False,Viet Nam
5810,roxou_234,False,Canada
48559,ankyrockstar26,False,India
31735,mohdsalloum,False,Canada
30787,leonardomanapy,False,Brazil
35035,fitowhiskey,False,Canada
26703,rohmux,False,Switzerland
1811,TheZakMan,False,Brazil
34631,Tsasus,False,United States
36324,E13V3N,False,India
24513,myamahaley,False,United States
23333,chmod0597,False,United States
539,stephenr,False,Canada
14689,Grenadine,False,United Kingdom
28785,piab,False,Germany
33117,Quinta,False,Canada
25706,so_noob,False,Canada
21918,derekjohnvn,False,Canada
38304,deadliftse,False,United States
8323,drakefire,False,United States
4661,bitenvoy,False,Poland
20669,boni,False,France
23491,dmr0,False,Ukraine
2362,toriko,False,Viet Nam
46346,r0bijntje,False,Netherlands
42822,n1k1x86,False,Russian Federation
14034,dkhunter,False,Russian Federation
42549,guest123,False,Thailand
9395,duongnhatduy,False,Viet Nam
16857,MikeFlameDragon,False,United States
7416,xanoss,False,United States
26863,n0xc0d3r,False,Nigeria
50809,Testas,False,Canada
43404,thainvqhe153544,False,Viet Nam
17705,naonaonao,False,Canada
27947,beyiti,False,Canada
594,pniga,False,United States
21808,WatashiBu,False,France
20716,ghostSignal89,False,India
30774,developerjesus,False,Mexico
20530,FirE_ANgEL,False,Algeria
37147,Spydix,False,Canada
14237,Matsta,False,Italy
42905,nykoneo,False,Canada
25795,invictim,False,Canada
19627,The-Firm,False,Canada
22392,bobataylor,False,United States
40997,Marrascout,False,China
25702,JagHack399,False,India
43299,Arielus,False,Argentina
35499,d1rectory,False,Canada
11814,ravindra1597,False,India
48435,fil5m,False,Canada
52137,PSY,False,Canada
38104,nkhzrd,False,Russian Federation
31378,donjuan,False,Canada
8302,theoutlawed,False,India
14432,yes,False,Canada
48192,baboon056,False,Canada
17309,ProCtf,False,Portugal
44064,s3lue,False,Canada
10502,0xdf,False,United States
24186,A1eks,False,Canada
18283,Elian,False,France
33648,yavi,False,Turkey
30708,Nouralhadi,False,Syrian Arab Republic
48561,carrots,False,India
812,slomotor,False,Canada
28274,Vedro_team,False,Russian Federation
39288,acm,False,Argentina
23709,einus,False,United States
17147,TheMonkey,False,Ireland
52444,Polibatam9,False,Indonesia
18469,NINJAAA,False,Uzbekistan
52054,yc54616,False,"Korea, Republic of"
28816,shahafc13,False,Israel
42190,ovf,False,United Kingdom
38494,andressoudheir,False,Brazil
46133,nhtthuyhh14,False,Viet Nam
45,cougardindon,False,Antarctica
16843,just1874,False,China
15544,crystof5,False,Canada
3525,bonarc712,False,Canada
25166,autofix_pl,False,Canada
13726,USB_Jorge,False,Canada
12581,sajninredoc,False,Canada
44550,Anastass774,False,Russian Federation
3705,Claudiu,False,Romania
13891,kamalawy,False,Egypt
29650,nightmare3323,False,Canada
39699,vershye,False,United States
21359,abn00,False,Spain
17656,euphratesy,False,Turkey
23448,loopse1,False,Canada
29465,Austerity,False,Greece
41470,shado2324,False,United States
13865,SoyaProphet,False,Canada
10427,Gordey,False,Russian Federation
51087,RavenClaw13,False,Canada
49248,NelsonTheLotus,False,Switzerland
17539,yakatoi,False,United States
376,thetechnophile,False,United States
43447,_mxrkk,False,Thailand
11637,Kjobs,False,China
20063,xx32xx32,False,Germany
32901,Edy,False,Ireland
32922,z4rathustr4,False,Spain
10630,Sunny,False,United States
41338,khalsam,False,Morocco
45346,b3rs3rk3r,False,Israel
33305,jacobjake683,False,United States
14142,baker219,False,United States
51464,Maria2510,False,Russian Federation
19665,reneo,False,Austria
44293,milfroot777777,False,Canada
6165,thientc,False,Viet Nam
46978,ducqcb,False,Viet Nam
25697,oreki99,False,Indonesia
45486,Elevar,False,Russian Federation
29732,undershell,False,Mexico
38044,MallowDad,False,United States
15432,needtolearn,False,France
52092,Virtual_Heroism,False,United States
52786,sooraj,False,India
10447,Sublimus,False,United States
43925,leinaD006,False,United States
392,Cr4sh0v3r1d3,False,United States
31740,jake0000,False,Canada
24845,KillAllPie,False,Russian Federation
45598,turk4,False,Brazil
31696,svetikkkkk,False,Russian Federation
27979,273Kelvin,False,Turkey
44021,zerfar,False,United Kingdom
2899,haxedsh1t,False,Netherlands
27832,crrhss,False,United States
48742,jtd,False,Canada
3717,Garvinator,False,Canada
5540,Darkshado,False,Canada
3467,sokafr,False,Canada
32380,t0mcr00se,False,Canada
12741,TuanManh,False,Viet Nam
12347,lazy,False,Canada
46097,tanthinh,False,Viet Nam
36781,jayde,False,Turkey
17750,worlokin,False,Russian Federation
10212,Alamina,False,China
43652,JBlank,False,Italy
20658,crudd,False,United States
6779,Dreeyer,False,Brazil
12931,some1_here,False,India
4711,mr.keyboard14,False,Brazil
15459,Abornaz,False,United Kingdom
16648,yokra,False,Canada
12887,Mr.Illusion,False,"Iran, Islamic Republic of"
18480,pdm0205,False,"Korea, Republic of"
6300,brunohkbx,False,Brazil
40658,kirus22,False,Germany
51225,RustRaven919,False,United States
30549,hirugohan,False,United States
38203,Nir,False,Israel
4252,protojas,False,United States
35263,ospocarpa,False,Argentina
43395,khoavdhe161776,False,Viet Nam
8235,t3d,False,Viet Nam
11634,hyp3rv3locity,False,United States
24040,lonelyranger,False,Bulgaria
27972,j1m,False,Belgium
41549,astrolabe,False,United Kingdom
38205,Confushun,False,India
34657,FallenAtticus,False,Germany
6181,walter.white,False,Canada
2152,Darthann,False,Canada
41994,Plud999,False,Viet Nam
12425,rsaajamsa,False,Australia
13405,TTTTTTTTTT,False,Holy See (Vatican City State)
32618,joshhug,False,United States
43943,CyberDude,False,United States
45495,jerry56,False,"Taiwan, Province of China"
31913,marceloutn,False,Argentina
34551,fabriciof16,False,Brazil
48642,Dans,False,Latvia
44905,Bolubal,False,France
45493,greydaddy,False,Canada
48099,nehashah,False,India
40797,senior.sergh,False,Afghanistan
2295,adammrr,False,United Kingdom
3735,tourdetour,False,France
32327,protozik10012,False,Morocco
44750,michaelg,False,Israel
39510,1qazxsw23edc,False,Canada
49400,harshgharsandiya,False,India
14234,maverick,False,Spain
37036,flanemnus,False,Hungary
5824,chron0s,False,Germany
11269,Gbat,False,Brazil
29162,Suba,False,Australia
27522,peterqi,False,China
44402,Dext3r,False,Canada
52541,captainrogers,False,India
17242,RK_05,False,Germany
35753,Anonymous5259,False,India
36764,2andrew,False,Ukraine
10691,fuckin_shit,False,India
52788,misbah,False,India
28234,karchi,False,Czech Republic
24368,maxcoll,False,France
44092,vadcyplays,False,Canada
43415,hobcoman,False,United States
28397,marcusdavis,False,United Kingdom
38093,hacker1923,False,Canada
9939,Zohn_Z,False,China
22949,ciphertext,False,Canada
24065,pk9495,False,India
39299,fede,False,Argentina
41800,giangha,False,Viet Nam
40055,maxbe,False,Canada
49267,L0L3,False,Benin
47828,hydr0xFF,False,Netherlands
38472,acetum,False,Canada
34543,DontTakeMyRice,False,United States
39834,TXQ_Q,False,Spain
50775,r3kam,False,Morocco
31604,DonMichele20,False,Romania
9512,govlog,False,France
39889,valdaarhun,False,India
54,TMIH,False,Canada
1076,ciampam9,False,United States
29273,olehK,False,Ukraine
31587,ssdre,False,Viet Nam
21262,aw151,False,Philippines
18931,n0tspam,False,United States
33281,bryanrowler,False,United States
38909,p0lv0,False,Norway
3412,luca.soldi,False,Italy
34513,ghostinthewhatever,False,United States
26103,admina,False,Canada
22635,CTFx337,False,Netherlands
31503,vchernev93,False,Bulgaria
23325,tmcrain,False,United States
21125,chathu,False,Sri Lanka
41697,keaglev,False,United States
44914,yay,False,Canada
46360,Loup,False,Canada
40804,mekanican,False,Viet Nam
24157,curtis.rmc.06,False,Canada
31618,crobjob,False,Sweden
22982,alirezaataei,False,Ukraine
30876,willy.deville,False,Spain
25180,realyc,False,Canada
25954,ingo,False,Japan
26440,Junglebeast_934,False,India
24608,arifk,False,India
23729,blackman,False,Turkey
13557,nghiadtse05330,False,Viet Nam
15227,invictus,False,Italy
48444,Gabitov.a,False,Russian Federation
21199,techn0mancer,False,United States
52811,smisscheese,False,Canada
38530,anamnaesis,False,Canada
36039,autofix_73912856,False,Thailand
5907,ioniclysm,False,Malaysia
24536,Nash,False,Algeria
46007,kel777,False,Armenia
10810,miterosan,False,Germany
14781,kpr,False,Sweden
8355,matan,False,Israel
28735,jang53143,False,Thailand
23686,universe,False,"Korea, Republic of"
29092,toothl3ss,False,Canada
1774,andro1de,False,Peru
19615,asdf1234,False,Canada
19996,someonewithpc,False,Portugal
5592,kchurch98,False,United States
13608,hieunguyen,False,Viet Nam
31670,PhiSherlock,False,Viet Nam
50972,ThomasKJDK,False,Denmark
36247,raikovici,False,Canada
22338,danielrabin,False,Israel
2396,mantzini,False,Greece
44567,axel32,False,Russian Federation
52463,Clem13,False,United States
20917,lost_traveller,False,India
5021,zeluis95,False,Portugal
12250,h4stoor,False,Poland
19178,jadev,False,Viet Nam
29981,0x6368,False,Germany
27635,ybitz,False,Canada
18889,geck25,False,Canada
44824,Maxturk2,False,Thailand
24565,smolvitos,False,Russian Federation
47808,WaxCrayfish,False,United States
39703,devme4f,False,Viet Nam
29140,lernan,False,Argentina
26625,s1l3xz,False,Ukraine
2356,HOSHIIMO,False,Japan
43443,sub1534,False,Thailand
26514,proxy,False,Canada
23033,tracer32,False,India
9167,a5an0v,False,Germany
23370,yoriwangzi,False,China
2793,whoisme,False,Canada
2553,Mrtn,False,Norway
34879,manav0078,False,India
24872,rklb,False,Bhutan
2791,mili87k,False,United Kingdom
23431,nianhua,False,China
19426,gpol,False,Canada
36846,downgrade,False,United States
22862,M4RZ3R0,False,Spain
290,syl,False,France
39719,maraud3r,False,Sweden
14124,S4NT4CL4WS,False,Netherlands
38363,cccc,False,United States
33193,Cr4zyB0t,False,Canada
13127,rodobros,False,Canada
44134,ultiMEIGHT,False,India
42594,fiNDAnal,False,Viet Nam
27000,eliddell,False,United States
52557,ABC123abc123588,False,Canada
28551,thomaspj10,False,Netherlands
44054,Jwall1103,False,United States
12603,Alexmo_16,False,Canada
13689,hungdd,False,Viet Nam
3691,G-JB33,False,Belgium
33348,storageq,False,Canada
35630,bertini,False,Netherlands
22511,MegaMan,False,United States
45377,abcfirda,False,Indonesia
24830,kokolem,False,Czech Republic
48975,quyenne,False,Viet Nam
8214,TusanHomichi,False,United States
44604,0x5452,False,Austria
10642,ghozt,False,France
3782,waddle090,False,United States
7684,PlayFair2k15,False,United Arab Emirates
18766,ch3x0r,False,Mexico
25144,prakashyadav008,False,India
40416,argodev,False,United States
31084,c1880006,False,United States
39563,sevencrabs,False,Viet Nam
24414,incognito,False,India
45397,Angelakra,False,Estonia
9181,anonpool001,False,Philippines
10083,tmdahr1245,False,"Korea, Republic of"
27093,ted19920123,False,Canada
50784,Mehmet_emin,False,Turkey
7688,0_summer,False,China
23368,captain_someguy,False,Canada
49943,pchoc,False,Canada
27229,bigjaw,False,United States
20075,stevemanning,False,United States
7563,prodigy,False,Turkey
12273,benjihehe,False,Sweden
12548,dread_knight,False,Canada
26677,LCLMS,False,Canada
4228,scaro,False,Sweden
30134,jonas8217,False,Denmark
1467,Curried,False,France
5329,KeyStrOke,False,Tunisia
30624,divyesh,False,India
48388,raraw44,False,Canada
46479,trevor81,False,Brazil
47312,Lainclasher,False,India
17522,bensayshi,False,Canada
32403,Eptsende32,False,India
13474,msantand,False,Colombia
40170,g6089,False,Ukraine
8038,GRiNReaPer,False,Canada
21328,hhit_zh,False,China
27231,ctfCalamari,False,United States
48422,Smoker0x16,False,Netherlands
11423,Dinkleberg,False,Canada
39035,napat_s,False,Thailand
43064,b4tya0,False,Russian Federation
43294,gonzalogarcia,False,Argentina
5983,TCU_netword,False,Viet Nam
24851,blackblack,False,Canada
43398,ninhnase151416,False,Viet Nam
41671,B1nm8a9e,False,Canada
40178,Minkowski,False,Canada
17871,washburn,False,Germany
646,garigouster,False,France
33279,garnergoebel,False,United States
29816,learn-every-day,False,Germany
52455,PNC1,False,Indonesia
51965,sleepy.h,False,Russian Federation
23891,Mami_Tomoe2,False,Israel
35863,dexpslot,False,Canada
32699,flux,False,Netherlands
3164,teddyGreg,False,Canada
42943,5up3r541y4n,False,India
12131,those_bytes,False,Canada
23086,Ichicoro,False,Italy
25647,mpue,False,Austria
31436,bl1ng0,False,Canada
40341,promasterloc,False,Viet Nam
30670,IRootI,False,Greece
47285,0x3klavya,False,India
44314,arfelious,False,Turkey
2528,gihuuji,False,Thailand
11847,johnthedojo,False,United Kingdom
46298,weimall,False,Canada
4258,tehWizard,False,Sweden
35211,c0d34rmy,False,Kazakhstan
15552,Dr.Automaton,False,Canada
20781,babuttan,False,India
25296,imLolman,False,India
22090,LOnils,False,China
32154,var2019,False,United States
1445,dumpling,False,Canada
12346,Nico93,False,Argentina
31542,deficcvv,False,India
44630,ductoanbo,False,Viet Nam
36666,Michak36,False,Canada
29412,austun12,False,United States
51920,louisolivier.beaulieu,False,Canada
34537,b1acktea,False,China
25615,freewanderer,False,Indonesia
10922,impulse,False,Canada
19366,natedrake,False,Ireland
47788,smartyqt,False,United States
30381,Maki,False,United States
35255,gmunoz97,False,Argentina
29026,madman_1337_Iron_will,False,Canada
31434,Ash_01,False,Canada
48780,TheTriBiX,False,Canada
13725,Zezoo,False,Saudi Arabia
39101,alikpress,False,Russian Federation
14383,Aseyed,False,"Iran, Islamic Republic of"
33058,fatracc,False,United States
7182,gitcommit_push,False,United States
49725,Badrulamin998,False,Malaysia
18222,coconuthead,False,United States
19551,alretoque,False,United States
13673,jbharvey,False,Canada
19593,endiz,False,Canada
18724,allesklar2,False,Germany
35050,ad91,False,France
28746,johndoe111,False,Canada
45127,callcc,False,Canada
42975,hustler,False,Algeria
25813,KneeGore,False,United States
52007,massa,False,Argentina
51304,thanhhtHE181118,False,Viet Nam
8971,DudeWithAYellowMoustash,False,Canada
4676,enjin,False,Germany
36212,limbo0x01,False,Egypt
20285,ch4n3,False,"Korea, Republic of"
26387,ZxR,False,Canada
13266,sagen,False,United States
18482,zilrking,False,"Korea, Republic of"
15966,jaguir11,False,Canada
24819,Tomwski,False,United States
11585,th3m3kan1c,False,India
6091,Umuril,False,Italy
21498,Maotaw,False,Greece
26940,ygendron,False,Canada
5957,hashemg,False,United Kingdom
13757,overridexxx,False,Maldives
13998,sai,False,China
38317,ipiiiks,False,Indonesia
3621,sxcee,False,Germany
17196,madrinux,False,Brazil
31876,AMT,False,Spain
5207,blackwhiser,False,Canada
48409,f0x,False,Israel
6208,fernando_neto,False,Brazil
12652,selenor,False,Croatia
25744,aston1238,False,Australia
27742,ofirson,False,Israel
8383,Anaret,False,Canada
50076,exxonlv,False,Latvia
50718,Decarabia,False,United States
20273,autofix_ZK,False,Tunisia
27034,maria,False,Portugal
29770,inderajith,False,India
21275,tinkerbell,False,Canada
38114,hisham5588,False,Oman
11059,Bravo1,False,United States
6004,zachk92,False,United States
747,w4rguy,False,Netherlands
24857,Sqwanza,False,Indonesia
3813,tukejonny,False,Japan
50160,s23ua,False,Czech Republic
44535,mariXna,False,Ukraine
3697,phamnuwen,False,Romania
27004,PaoTufa,False,China
3233,simsiesims,False,United Kingdom
11601,forlorn1,False,United States
3488,hothethien,False,Viet Nam
1865,X-Wanted,False,Morocco
21198,Jopa,False,Jordan
35454,pasta,False,United States
45211,unlocksmith,False,France
22737,nonzero,False,China
169,somekid,False,Canada
34222,JPlay3r,False,Italy
10893,ein1,False,Kiribati
42290,Morpheus79,False,Germany
25837,ntaranov,False,Russian Federation
34989,MrTB,False,Thailand
35763,saadrafiq4,False,Pakistan
27580,avarak,False,Australia
49120,dwilson_hs,False,United States
35646,longnhhe141049,False,Viet Nam
8397,adelhaide,False,Tunisia
23527,LucidMushroom,False,United States
38435,tarmop,False,Spain
